id,enrollment_id ,First Name,Middle Initial,Last Name,Roll,class_section, Name,Father's Name,Phone No. ,E Mail,Status,"Place Name,City Pin Code: Zip",0,"insert into student_school values(id,enrollment_id ,Roll,class_section,' Name','Father's Name',Phone No. ,'E Mail','Status','Place Name,City Pin Code: Zip')",Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,,Place Name,County,City,State,Zip,Region,User Name,Password
53,525955,Judy,C,Gonzales,5,1,Judy Gonzales,Kevin Gonzales,2016408645,judy.gonzales@gmail.com,y,"Eatontown,Eatontown Pin Code: 7724",53,"insert into student_school values(53,525955,5,1,'Judy Gonzales','Kevin Gonzales',2016408645,'judy.gonzales@gmail.com','y','Eatontown,Eatontown Pin Code: 7724')",51,30-06-4725,Q1,H1,1992,,January,Jan,3,Friday,Fri,25.58,149575,9%,29922155,,Eatontown,Monmouth,Eatontown,NJ,7724,Northeast,jcgonzales,yDl}pfaWs{Hro6
54,818384,Peter,X,Washington,5,2,Peter Washington,Douglas Washington,2313220316,peter.washington@bp.com,y,"Portage,Portage Pin Code: 49024",54,"insert into student_school values(54,818384,5,2,'Peter Washington','Douglas Washington',2313220316,'peter.washington@bp.com','y','Portage,Portage Pin Code: 49024')",70,11/29/2009,Q4,H2,2009,,November,Nov,29,Sunday,Sun,7.67,173226,27%,39748867,,Portage,Kalamazoo,Portage,MI,49024,Midwest,pxwashington,97%d^2rk41!E>*Q
55,971640,Clarence,A,Ross,5,3,Clarence Ross,Arthur Ross,4237720118,clarence.ross@apple.com,y,"Oneida,Oneida Pin Code: 37841",55,"insert into student_school values(55,971640,5,3,'Clarence Ross','Arthur Ross',4237720118,'clarence.ross@apple.com','y','Oneida,Oneida Pin Code: 37841')",64,12/31/2008,Q4,H2,2008,,December,Dec,31,Wednesday,Wed,8.58,165272,9%,372375315,,Oneida,Scott,Oneida,TN,37841,South,caross,h&jmac@+QD?B
56,253573,Sharon,E,Lopez,5,4,Sharon Lopez,Daniel Lopez,3049345548,sharon.lopez@gmail.com,y,"Bartley,Bartley Pin Code: 24813",56,"insert into student_school values(56,253573,5,4,'Sharon Lopez','Daniel Lopez',3049345548,'sharon.lopez@gmail.com','y','Bartley,Bartley Pin Code: 24813')",43,###############################################################################################################################################################################################################################################################,Q1,H1,2014,,March,Mar,7,Friday,Fri,3.39,190139,21%,64022589,,Bartley,McDowell,Bartley,WV,24813,South,selopez,GsP~S?FYY
57,904898,Ann,Q,Cooper,5,5,Ann Cooper,Harold Cooper,4062786460,ann.cooper@exxonmobil.com,y,"Arlee,Arlee Pin Code: 59821",57,"insert into student_school values(57,904898,5,5,'Ann Cooper','Harold Cooper',4062786460,'ann.cooper@exxonmobil.com','y','Arlee,Arlee Pin Code: 59821')",44,2/15/2017,Q1,H1,2017,,February,Feb,15,Wednesday,Wed,0.45,182521,30%,219896310,,Arlee,Lake,Arlee,MT,59821,West,aqcooper,i_^#>]tFpt
58,515103,Anne,A,Perez,5,6,Anne Perez,Douglas Perez,4238373338,anne.perez@sbcglobal.net,y,"Cookeville,Cookeville Pin Code: 38505",58,"insert into student_school values(58,515103,5,6,'Anne Perez','Douglas Perez',4238373338,'anne.perez@sbcglobal.net','y','Cookeville,Cookeville Pin Code: 38505')",48,7/28/2003,Q3,H2,2003,,July,Jul,28,Monday,Mon,14.01,114426,9%,594999091,,Cookeville,Putnam,Cookeville,TN,38505,South,aaperez,y;n9A#}b
59,491943,Nancy,P,Howard,5,7,Nancy Howard,Gregory Howard,2369738086,nancy.howard@gmail.com,y,"Saxe,Saxe Pin Code: 23967",59,"insert into student_school values(59,491943,5,7,'Nancy Howard','Gregory Howard',2369738086,'nancy.howard@gmail.com','y','Saxe,Saxe Pin Code: 23967')",45,23-07-7545,Q1,H1,1999,,February,Feb,6,Saturday,Sat,18.48,101553,25%,35742732,,Saxe,Charlotte,Saxe,VA,23967,South,nphoward,OC\&tG&?c
60,750173,Antonio,R,Roberts,5,8,Antonio Roberts,Timothy Roberts,2052677304,antonio.roberts@hotmail.com,y,"Mc Calla,Mc Calla Pin Code: 35111",60,"insert into student_school values(60,750173,5,8,'Antonio Roberts','Timothy Roberts',2052677304,'antonio.roberts@hotmail.com','y','Mc Calla,Mc Calla Pin Code: 35111')",82,###############################################################################################################################################################################################################################################################,Q2,H1,2017,,May,May,1,Monday,Mon,0.24,181646,30%,281157944,,Mc Calla,Jefferson,Mc Calla,AL,35111,South,arroberts,h>.g!B:VcNN
61,687017,Frances,P,Watson,5,9,Frances Watson,Adam Watson,4065308069,frances.watson@outlook.com,y,"Trego,Trego Pin Code: 59934",61,"insert into student_school values(61,687017,5,9,'Frances Watson','Adam Watson',4065308069,'frances.watson@outlook.com','y','Trego,Trego Pin Code: 59934')",42,8/20/2010,Q3,H2,2010,,August,Aug,20,Friday,Fri,6.94,46945,22%,305371946,,Trego,Lincoln,Trego,MT,59934,West,fpwatson,rjV1$at!wq53a$
62,241882,Debra,G,Wood,5,10,Debra Wood,Martin Wood,3086466219,debra.wood@hotmail.com,y,"Blair,Blair Pin Code: 68009",62,"insert into student_school values(62,241882,5,10,'Debra Wood','Martin Wood',3086466219,'debra.wood@hotmail.com','y','Blair,Blair Pin Code: 68009')",54,22-02-4917,Q1,H1,1991,,January,Jan,10,Thursday,Thu,26.56,84318,19%,342116695,,Blair,Washington,Blair,NE,68009,Midwest,dgwood,iO8B@*yA*mG6b9o
63,758872,Henry,Y,Jenkins,5,11,Henry Jenkins,Albert Jenkins,3147317135,henry.jenkins@hotmail.com,y,"Riverside,Riverside Pin Code: 64150",63,"insert into student_school values(63,758872,5,11,'Henry Jenkins','Albert Jenkins',3147317135,'henry.jenkins@hotmail.com','y','Riverside,Riverside Pin Code: 64150')",70,6/21/2017,Q2,H1,2017,,June,Jun,21,Wednesday,Wed,0.1,102384,11%,499293125,,Riverside,Platte,Riverside,MO,64150,Midwest,hyjenkins,zPnRU5Bo
64,940922,Melissa,X,Butler,5,12,Melissa Butler,Robert Butler,3088279016,melissa.butler@hotmail.com,y,"Maxwell,Maxwell Pin Code: 69151",64,"insert into student_school values(64,940922,5,12,'Melissa Butler','Robert Butler',3088279016,'melissa.butler@hotmail.com','y','Maxwell,Maxwell Pin Code: 69151')",55,25-03-7518,Q1,H1,2017,,February,Feb,5,Sunday,Sun,0.47,167631,30%,301159149,,Maxwell,Lincoln,Maxwell,NE,69151,Midwest,mxbutler,hY3BqUR>6F
65,917937,Todd,H,Hall,5,13,Todd Hall,Thomas Hall,2405138668,todd.hall@yahoo.com,y,"Randallstown,Randallstown Pin Code: 21133",65,"insert into student_school values(65,917937,5,13,'Todd Hall','Thomas Hall',2405138668,'todd.hall@yahoo.com','y','Randallstown,Randallstown Pin Code: 21133')",74,###############################################################################################################################################################################################################################################################,Q2,H1,2016,,May,May,8,Sunday,Sun,1.22,163560,0%,633311781,,Randallstown,Baltimore,Randallstown,MD,21133,South,thhall,Lgdb8q<0L@/
66,917395,Christopher,D,Nelson,6,1,Christopher Nelson,Jeffrey Nelson,4809469780,christopher.nelson@aol.com,y,"Willow Beach,Willow Beach Pin Code: 86445",66,"insert into student_school values(66,917395,6,1,'Christopher Nelson','Jeffrey Nelson',4809469780,'christopher.nelson@aol.com','y','Willow Beach,Willow Beach Pin Code: 86445')",62,###############################################################################################################################################################################################################################################################,Q4,H2,1997,,November,Nov,8,Saturday,Sat,19.73,190765,0%,120986155,,Willow Beach,Mohave,Willow Beach,AZ,86445,West,cdnelson,QKae{1EP1A[SeX
67,183071,Andrea,P,Garcia,6,2,Andrea Garcia,Mark Garcia,2196243708,andrea.garcia@aol.com,y,"Granger,Granger Pin Code: 46530",67,"insert into student_school values(67,183071,6,2,'Andrea Garcia','Mark Garcia',2196243708,'andrea.garcia@aol.com','y','Granger,Granger Pin Code: 46530')",52,4/18/2010,Q2,H1,2010,,April,Apr,18,Sunday,Sun,7.28,54179,25%,213916792,,Granger,St. Joseph,Granger,IN,46530,Midwest,apgarcia,eI!^kXR]Q^V+
68,316110,Jeremy,I,Sanchez,6,3,Jeremy Sanchez,Albert Sanchez,4239742755,jeremy.sanchez@hotmail.com,y,"Alcoa,Alcoa Pin Code: 37701",68,"insert into student_school values(68,316110,6,3,'Jeremy Sanchez','Albert Sanchez',4239742755,'jeremy.sanchez@hotmail.com','y','Alcoa,Alcoa Pin Code: 37701')",52,###############################################################################################################################################################################################################################################################,Q2,H1,2006,,April,Apr,2,Sunday,Sun,11.33,178847,1%,474558883,,Alcoa,Blount,Alcoa,TN,37701,South,jisanchez,Yg#Z+:CDwDV<*xZ
69,293459,Steven,J,Phillips,6,4,Steven Phillips,Jason Phillips,2259685952,steven.phillips@hotmail.com,y,"Baton Rouge,Baton Rouge Pin Code: 70833",69,"insert into student_school values(69,293459,6,4,'Steven Phillips','Jason Phillips',2259685952,'steven.phillips@hotmail.com','y','Baton Rouge,Baton Rouge Pin Code: 70833')",58,3/27/2015,Q1,H1,2015,,March,Mar,27,Friday,Fri,2.34,90108,24%,578539940,,Baton Rouge,East Baton Rouge,Baton Rouge,LA,70833,South,sjphillips,ht}X55$P&g1
70,732017,Cynthia,J,Ramirez,6,5,Cynthia Ramirez,Walter Ramirez,4069617340,cynthia.ramirez@btinternet.com,y,"Browning,Browning Pin Code: 59417",70,"insert into student_school values(70,732017,6,5,'Cynthia Ramirez','Walter Ramirez',4069617340,'cynthia.ramirez@btinternet.com','y','Browning,Browning Pin Code: 59417')",47,2/18/2009,Q1,H1,2009,,February,Feb,18,Wednesday,Wed,8.44,90531,2%,355084606,,Browning,Glacier,Browning,MT,59417,West,cjramirez,qP#AhuNuz*Wb]
71,915638,Jason,W,Anderson,6,6,Jason Anderson,Brandon Anderson,2178566752,jason.anderson@gmail.com,y,"Hudson,Hudson Pin Code: 61748",71,"insert into student_school values(71,915638,6,6,'Jason Anderson','Brandon Anderson',2178566752,'jason.anderson@gmail.com','y','Hudson,Hudson Pin Code: 61748')",57,9/21/1999,Q3,H2,1999,,September,Sep,21,Tuesday,Tue,17.86,76636,19%,48157937,,Hudson,McLean,Hudson,IL,61748,Midwest,jwanderson,a3Hlk+.V/TjD
72,478003,Cynthia,X,White,6,7,Cynthia White,Nicholas White,3145933092,cynthia.white@gmail.com,y,"Kansas City,Kansas City Pin Code: 64133",72,"insert into student_school values(72,478003,6,7,'Cynthia White','Nicholas White',3145933092,'cynthia.white@gmail.com','y','Kansas City,Kansas City Pin Code: 64133')",60,###############################################################################################################################################################################################################################################################,Q1,H1,2004,,March,Mar,4,Thursday,Thu,13.41,186200,30%,364394983,,Kansas City,Jackson,Kansas City,MO,64133,Midwest,cxwhite,mofyGR>.?Dwb4!
73,951225,Margaret,N,Brooks,6,8,Margaret Brooks,Johnny Brooks,3039600117,margaret.brooks@gmail.com,y,"Haswell,Haswell Pin Code: 81045",73,"insert into student_school values(73,951225,6,8,'Margaret Brooks','Johnny Brooks',3039600117,'margaret.brooks@gmail.com','y','Haswell,Haswell Pin Code: 81045')",56,8/26/2016,Q3,H2,2016,,August,Aug,26,Friday,Fri,0.92,43867,9%,57026958,,Haswell,Kiowa,Haswell,CO,81045,West,mnbrooks,0*2k8uW&:{i{
74,883936,Douglas,I,Flores,6,9,Douglas Flores,Justin Flores,3038364721,douglas.flores@gmail.com,y,"Eckert,Eckert Pin Code: 81418",74,"insert into student_school values(74,883936,6,9,'Douglas Flores','Justin Flores',3038364721,'douglas.flores@gmail.com','y','Eckert,Eckert Pin Code: 81418')",61,###############################################################################################################################################################################################################################################################,Q3,H2,2009,,September,Sep,10,Thursday,Thu,7.88,181793,20%,324116837,,Eckert,Delta,Eckert,CO,81418,West,diflores,9||FLq|0tU|9>v
75,528673,Paul,V,Watson,6,10,Paul Watson,Carl Watson,2705567711,paul.watson@hotmail.com,y,"Blue River,Blue River Pin Code: 41607",75,"insert into student_school values(75,528673,6,10,'Paul Watson','Carl Watson',2705567711,'paul.watson@hotmail.com','y','Blue River,Blue River Pin Code: 41607')",60,6/26/1995,Q2,H1,1995,,June,Jun,26,Monday,Mon,22.1,145235,15%,286159671,,Blue River,Floyd,Blue River,KY,41607,South,pvwatson,7q{iHhbgWZ7%
76,765850,Linda,R,Moore,6,11,Linda Moore,Howard Moore,2157937095,linda.moore@gmail.com,y,"Albion,Albion Pin Code: 16401",76,"insert into student_school values(76,765850,6,11,'Linda Moore','Howard Moore',2157937095,'linda.moore@gmail.com','y','Albion,Albion Pin Code: 16401')",40,5/15/2017,Q2,H1,2017,,May,May,15,Monday,Mon,0.2,113256,18%,286155442,,Albion,Erie,Albion,PA,16401,Northeast,lrmoore,0jj}jl_r/VmJ;
77,262382,Cheryl,O,Miller,6,12,Cheryl Miller,Gerald Miller,2708803858,cheryl.miller@ntlworld.com,y,"Bays,Bays Pin Code: 41310",77,"insert into student_school values(77,262382,6,12,'Cheryl Miller','Gerald Miller',2708803858,'cheryl.miller@ntlworld.com','y','Bays,Bays Pin Code: 41310')",48,7/30/2007,Q3,H2,2007,,July,Jul,30,Monday,Mon,10,64143,3%,287154772,,Bays,Breathitt,Bays,KY,41310,South,comiller,Nrt/.^cWBO
78,870820,Martha,G,Washington,6,13,Martha Washington,Todd Washington,4059450242,martha.washington@aol.com,y,"Nardin,Nardin Pin Code: 74646",78,"insert into student_school values(78,870820,6,13,'Martha Washington','Todd Washington',4059450242,'martha.washington@aol.com','y','Nardin,Nardin Pin Code: 74646')",54,###############################################################################################################################################################################################################################################################,Q1,H1,2017,,March,Mar,3,Friday,Fri,0.4,116629,25%,416670297,,Nardin,Kay,Nardin,OK,74646,South,mgwashington,ju$7I]eH8{
79,806955,William,G,Hernandez,7,1,William Hernandez,Peter Hernandez,2392760532,william.hernandez@rediffmail.com,y,"Mary Esther,Mary Esther Pin Code: 32569",79,"insert into student_school values(79,806955,7,1,'William Hernandez','Peter Hernandez',2392760532,'william.hernandez@rediffmail.com','y','Mary Esther,Mary Esther Pin Code: 32569')",50,3/21/2000,Q1,H1,2000,,March,Mar,21,Tuesday,Tue,17.36,73734,22%,629319010,,Mary Esther,Okaloosa,Mary Esther,FL,32569,South,wghernandez,BRB3DFywgZZ4
80,325319,Carolyn,F,Price,7,2,Carolyn Price,Kevin Price,2174094338,carolyn.price@yahoo.com,y,"Wheaton,Wheaton Pin Code: 60189",80,"insert into student_school values(80,325319,7,2,'Carolyn Price','Kevin Price',2174094338,'carolyn.price@yahoo.com','y','Wheaton,Wheaton Pin Code: 60189')",60,###############################################################################################################################################################################################################################################################,Q4,H2,2014,,November,Nov,5,Wednesday,Wed,2.73,48736,2%,512333410,,Wheaton,DuPage,Wheaton,IL,60189,Midwest,cfprice,K*$u@MAoH
81,623253,Ruby,Q,Stewart,7,3,Ruby Stewart,Paul Stewart,2184452369,ruby.stewart@gmail.com,y,"Margie,Margie Pin Code: 56658",81,"insert into student_school values(81,623253,7,3,'Ruby Stewart','Paul Stewart',2184452369,'ruby.stewart@gmail.com','y','Margie,Margie Pin Code: 56658')",48,###############################################################################################################################################################################################################################################################,Q3,H2,2017,,July,Jul,2,Sunday,Sun,0.07,174774,7%,7111727,,Margie,Koochiching,Margie,MN,56658,Midwest,rqstewart,C\RjCUPJd[Ld]
82,225925,Paul,D,Cooper,7,4,Paul Cooper,Nicholas Cooper,2109844722,paul.cooper@gmail.com,y,"Glidden,Glidden Pin Code: 78943",82,"insert into student_school values(82,225925,7,4,'Paul Cooper','Nicholas Cooper',2109844722,'paul.cooper@gmail.com','y','Glidden,Glidden Pin Code: 78943')",68,###############################################################################################################################################################################################################################################################,Q3,H2,2014,,September,Sep,8,Monday,Mon,2.89,73526,27%,613870084,,Glidden,Colorado,Glidden,TX,78943,South,pdcooper,hW%ZbJ\fZ
83,761821,Ernest,G,Washington,7,5,Ernest Washington,Johnny Washington,2125961659,ernest.washington@msn.com,y,"Saranac Lake,Saranac Lake Pin Code: 12983",83,"insert into student_school values(83,761821,7,5,'Ernest Washington','Johnny Washington',2125961659,'ernest.washington@msn.com','y','Saranac Lake,Saranac Lake Pin Code: 12983')",87,1/31/2015,Q1,H1,2015,,January,Jan,31,Saturday,Sat,2.49,176675,15%,178861878,,Saranac Lake,Franklin,Saranac Lake,NY,12983,Northeast,egwashington,B\Wb^6W
84,400173,Dorothy,K,Edwards,7,6,Dorothy Edwards,Dennis Edwards,2159026888,dorothy.edwards@hotmail.co.uk,y,"Philadelphia,Philadelphia Pin Code: 19132",84,"insert into student_school values(84,400173,7,6,'Dorothy Edwards','Dennis Edwards',2159026888,'dorothy.edwards@hotmail.co.uk','y','Philadelphia,Philadelphia Pin Code: 19132')",57,12/31/2013,Q4,H2,2013,,December,Dec,31,Tuesday,Tue,3.58,179017,1%,543812192,,Philadelphia,Philadelphia,Philadelphia,PA,19132,Northeast,dkedwards,VWEIm3YKm65|D
85,802554,Ryan,V,Alexander,7,7,Ryan Alexander,William Alexander,2253953347,ryan.alexander@shell.com,y,"Jarreau,Jarreau Pin Code: 70749",85,"insert into student_school values(85,802554,7,7,'Ryan Alexander','William Alexander',2253953347,'ryan.alexander@shell.com','y','Jarreau,Jarreau Pin Code: 70749')",65,8/31/2014,Q3,H2,2014,,August,Aug,31,Sunday,Sun,2.91,106628,24%,17947572,,Jarreau,Pointe Coupee,Jarreau,LA,70749,South,rvalexander,3N3]VFZx?MaC{
86,476433,Lillian,N,Mitchell,7,8,Lillian Mitchell,Harry Mitchell,3168761484,lillian.mitchell@shaw.ca,y,"Wichita,Wichita Pin Code: 67214",86,"insert into student_school values(86,476433,7,8,'Lillian Mitchell','Harry Mitchell',3168761484,'lillian.mitchell@shaw.ca','y','Wichita,Wichita Pin Code: 67214')",55,###############################################################################################################################################################################################################################################################,Q4,H2,1999,,December,Dec,7,Tuesday,Tue,17.65,149878,3%,505593960,,Wichita,Sedgwick,Wichita,KS,67214,Midwest,lnmitchell,Ty/b@+;f
87,533952,Kelly,R,Adams,7,9,Kelly Adams,Eric Adams,4054180037,kelly.adams@bp.com,y,"Meno,Meno Pin Code: 73760",87,"insert into student_school values(87,533952,7,9,'Kelly Adams','Eric Adams',4054180037,'kelly.adams@bp.com','y','Meno,Meno Pin Code: 73760')",53,###############################################################################################################################################################################################################################################################,Q3,H2,2013,,July,Jul,4,Thursday,Thu,4.07,51878,15%,474558101,,Meno,Major,Meno,OK,73760,South,kradams,OfK?#J|7&W\1T
88,623929,Jimmy,R,Howard,7,10,Jimmy Howard,Nicholas Howard,2128559316,jimmy.howard@yahoo.com,y,"Oriskany,Oriskany Pin Code: 13424",88,"insert into student_school values(88,623929,7,10,'Jimmy Howard','Nicholas Howard',2128559316,'jimmy.howard@yahoo.com','y','Oriskany,Oriskany Pin Code: 13424')",87,###############################################################################################################################################################################################################################################################,Q4,H2,2007,,December,Dec,12,Wednesday,Wed,9.63,120631,13%,610870251,,Oriskany,Oneida,Oriskany,NY,13424,Northeast,jrhoward,0v+|SfA0Xv+Pf%
89,844177,Margaret,T,Allen,7,11,Margaret Allen,Michael Allen,2166976987,margaret.allen@gmail.com,y,"Richmond Dale,Richmond Dale Pin Code: 45673",89,"insert into student_school values(89,844177,7,11,'Margaret Allen','Michael Allen',2166976987,'margaret.allen@gmail.com','y','Richmond Dale,Richmond Dale Pin Code: 45673')",43,5/17/2013,Q2,H1,2013,,May,May,17,Friday,Fri,4.2,180107,22%,137258468,,Richmond Dale,Ross,Richmond Dale,OH,45673,Midwest,mtallen,oC1OHlW%Sk@%6
90,212893,Janet,Y,Henderson,7,12,Janet Henderson,Jerry Henderson,2397696347,janet.henderson@ntlworld.com,y,"Miami,Miami Pin Code: 33166",90,"insert into student_school values(90,212893,7,12,'Janet Henderson','Jerry Henderson',2397696347,'janet.henderson@ntlworld.com','y','Miami,Miami Pin Code: 33166')",60,12/18/2012,Q4,H2,2012,,December,Dec,18,Tuesday,Tue,4.61,114481,5%,18947340,,Miami,MiamiDade,Miami,FL,33166,South,jyhenderson,goCsL/za
91,185032,Eugene,D,Perez,7,13,Eugene Perez,Jimmy Perez,2624727112,eugene.perez@exxonmobil.com,y,"Racine,Racine Pin Code: 53490",91,"insert into student_school values(91,185032,7,13,'Eugene Perez','Jimmy Perez',2624727112,'eugene.perez@exxonmobil.com','y','Racine,Racine Pin Code: 53490')",59,###############################################################################################################################################################################################################################################################,Q4,H2,2014,,December,Dec,8,Monday,Mon,2.64,122950,26%,192866418,,Racine,Racine,Racine,WI,53490,Midwest,edperez,g]SJn<W_/#
92,867084,Deborah,E,Smith,8,1,Deborah Smith,Richard Smith,9072798694,deborah.smith@yahoo.com,y,"Atqasuk,Atqasuk Pin Code: 99791",92,"insert into student_school values(92,867084,8,1,'Deborah Smith','Richard Smith',9072798694,'deborah.smith@yahoo.com','y','Atqasuk,Atqasuk Pin Code: 99791')",54,###############################################################################################################################################################################################################################################################,Q1,H1,2002,,March,Mar,4,Monday,Mon,15.41,52767,28%,173866203,,Atqasuk,North Slope,Atqasuk,AK,99791,West,desmith,C[WxHsB9
93,969964,Janice,S,Parker,8,2,Janice Parker,Paul Parker,3148425984,janice.parker@yahoo.com,y,"Whiteman Air Force Base,Whiteman Air Force Base Pin Code: 65305",93,"insert into student_school values(93,969964,8,2,'Janice Parker','Paul Parker',3148425984,'janice.parker@yahoo.com','y','Whiteman Air Force Base,Whiteman Air Force Base Pin Code: 65305')",56,8/23/2016,Q3,H2,2016,,August,Aug,23,Tuesday,Tue,0.93,147641,25%,733261976,,Whiteman Air Force Base,Johnson,Whiteman Air Force Base,MO,65305,Midwest,jsparker,8wUbWmuib
94,158666,Rebecca,A,Stewart,8,3,Rebecca Stewart,Roger Stewart,2092337631,rebecca.stewart@gmail.com,y,"Independence,Independence Pin Code: 93526",94,"insert into student_school values(94,158666,8,3,'Rebecca Stewart','Roger Stewart',2092337631,'rebecca.stewart@gmail.com','y','Independence,Independence Pin Code: 93526')",55,###############################################################################################################################################################################################################################################################,Q2,H1,1983,,April,Apr,10,Sunday,Sun,34.32,160043,9%,202848294,,Independence,Inyo,Independence,CA,93526,West,rastewart,7ONuh3Zi^z#32r
95,489424,Phillip,F,White,8,4,Phillip White,Harold White,5036686592,phillip.white@gmail.com,y,"Mapleton,Mapleton Pin Code: 97453",95,"insert into student_school values(95,489424,8,4,'Phillip White','Harold White',5036686592,'phillip.white@gmail.com','y','Mapleton,Mapleton Pin Code: 97453')",82,26-04-4780,Q1,H1,2016,,January,Jan,5,Tuesday,Tue,1.56,181774,7%,447279469,,Mapleton,Lane,Mapleton,OR,97453,West,pfwhite,8<Mc.5]eu.*C8.
96,639892,Jose,K,Hill,8,5,Jose Hill,Carlos Hill,2282455000,jose.hill@hotmail.com,y,"Biloxi,Biloxi Pin Code: 39532",96,"insert into student_school values(96,639892,8,5,'Jose Hill','Carlos Hill',2282455000,'jose.hill@hotmail.com','y','Biloxi,Biloxi Pin Code: 39532')",89,###############################################################################################################################################################################################################################################################,Q3,H2,2016,,July,Jul,9,Saturday,Sat,1.05,129774,15%,171863825,,Biloxi,Harrison,Biloxi,MS,39532,South,jkhill,a_!SKb6h3?w*Mad
97,704709,Harold,Z,Nelson,8,6,Harold Nelson,Richard Nelson,2175559216,harold.nelson@gmail.com,y,"Carol Stream,Carol Stream Pin Code: 60351",97,"insert into student_school values(97,704709,8,6,'Harold Nelson','Richard Nelson',2175559216,'harold.nelson@gmail.com','y','Carol Stream,Carol Stream Pin Code: 60351')",77,8/23/2011,Q3,H2,2011,,August,Aug,23,Tuesday,Tue,5.93,156194,0%,456992066,,Carol Stream,Carol Stream,Carol Stream,IL,60351,Midwest,hznelson,z/hEz3&^q5
98,461593,Nicole,O,Ward,8,7,Nicole Ward,Ralph Ward,2317617861,nicole.ward@yahoo.com,y,"Detroit,Detroit Pin Code: 48278",98,"insert into student_school values(98,461593,8,7,'Nicole Ward','Ralph Ward',2317617861,'nicole.ward@yahoo.com','y','Detroit,Detroit Pin Code: 48278')",60,1/23/1989,Q1,H1,1989,,January,Jan,23,Monday,Mon,28.53,95673,12%,196842551,,Detroit,Wayne,Detroit,MI,48278,Midwest,noward,AUe6s0@:@]A3Ze
99,392491,Theresa,R,Murphy,8,8,Theresa Murphy,George Murphy,9073561555,theresa.murphy@gmail.com,y,"Mc Grath,Mc Grath Pin Code: 99627",99,"insert into student_school values(99,392491,8,8,'Theresa Murphy','George Murphy',9073561555,'theresa.murphy@gmail.com','y','Mc Grath,Mc Grath Pin Code: 99627')",57,###############################################################################################################################################################################################################################################################,Q3,H2,2010,,August,Aug,3,Tuesday,Tue,6.99,51015,11%,249998801,,Mc Grath,YukonKoyukuk (CA),Mc Grath,AK,99627,West,trmurphy,V]PGw>4h9
100,495141,Tammy,B,Young,8,9,Tammy Young,Andrew Young,2312903075,tammy.young@comcast.net,y,"Alma,Alma Pin Code: 48801",100,"insert into student_school values(100,495141,8,9,'Tammy Young','Andrew Young',2312903075,'tammy.young@comcast.net','y','Alma,Alma Pin Code: 48801')",55,4/25/2015,Q2,H1,2015,,April,Apr,25,Saturday,Sat,2.26,93650,7%,771027046,,Alma,Gratiot,Alma,MI,48801,Midwest,tbyoung,d6!&xu12A1H^i![
